"id","name","description","vibeTags","types","latitude","longitude","activityHours"
"4bc19295-8bd7-4578-950a-abef3f137d8a","Kocha Matcha Stand ","Quán Matcha theo concept Nhật Bản ở Quận 2. Không gian có gu, bố trí đẹp; có khu máy lạnh trong nhà và khu ngoài trời thoáng mát nên dễ chọn chỗ ngồi theo ý. Menu có đa dạng các loại Matcha.","{Cozy,Chill,Quiet,Aesthetic,Vintage,""Family Friendly""}","{Cafe,Bakery}","10.80395","106.73949","8:30 - 22:00"
"c89b6107-ed44-4375-8686-b23188b64003","Lupin Bistrot et Vins","Lupin Bistrot et Vins là một French wine bistro đúng nghĩa – nhỏ xinh nhưng rất “có gu”, cực hợp cho những buổi tối chill kiểu châu Âu. Thiết kế kiểu bistro Pháp: ấm, ánh đèn vàng, bàn gỗ, hơi hướng cổ điển. Không quá lớn → tạo cảm giác riêng tư. Món kiểu French comfort food: pate, cheese, steak, pasta, cold cuts… Có charcuterie board + cheese board rất hợp đi kèm rượu. Cuối tuần thường full bàn, nên đặt bàn trước khi đến.","{Cozy,Romantic,Chill,Quiet,Aesthetic,Vintage}","{Restaurant,""Fine Dining""}","10.80376","106.7284","11:30  - 15:00 & 17:30 - 23:00"
"49874168-5abc-4d8b-99da-3544b333abd4","Lupin Bistrot et Vins","Lupin Bistrot et Vins là một French wine bistro đúng nghĩa – nhỏ xinh nhưng rất “có gu”, cực hợp cho những buổi tối chill kiểu châu Âu. Thiết kế kiểu bistro Pháp: ấm, ánh đèn vàng, bàn gỗ, hơi hướng cổ điển. Không quá lớn → tạo cảm giác riêng tư. Món kiểu French comfort food: pate, cheese, steak, pasta, cold cuts… Có charcuterie board + cheese board rất hợp đi kèm rượu. Cuối tuần thường full bàn, nên đặt bàn trước khi đến.","{Cozy,Romantic,Chill,Quiet,Aesthetic,Vintage}","{Restaurant,""Fine Dining""}","10.80376","106.7284","11:30  - 15:00 & 17:30 - 23:00"
"604301a9-2c48-4770-9643-ccc110f062da","돈탐 - Dontam Thảo Điền","돈탐 - Dontam Thảo Điền mang đậm phong cách quán cà phê Hàn Quốc với không gian tối giản nhưng ấm cúng, tạo cảm giác nhẹ nhàng và thư giãn. Menu gồm cà phê, trà cùng các loại bánh ngọt và tráng miệng mang hơi hướng Hàn Quốc, mức giá tầm trung, phù hợp để gặp gỡ bạn bè hoặc chụp ảnh. Quán thường đông vào buổi chiều và cuối tuần, gây ấn tượng với thiết kế tinh tế và nhiều góc check-in đậm chất Seoul.
","{Cozy,Romantic,Aesthetic,""Family Friendly""}","{Restaurant,Bistro,""Fine Dining""}","10.80379","106.72848","11:00 - 23:00"
"ChIJM0k3mnAvdTERrOWoHLZlx84","Cơm niêu Thiên Lý","Nhà hàng cơm niêu phù hợp ăn trưa và ăn tối ở quận 10. Món ăn đậm vị, phục vụ nhanh, có không gian ngồi thoải mái và wifi miễn phí. Phù hợp đi nhóm hoặc gia đình, giờ cao điểm khá đông.","{Loud,""Family Friendly"",""Pet Friendly""}","{restaurant,food,point_of_interest,establishment,Restaurant,""Fast Food""}","10.7827466","106.6615401","[""Monday: 10:00 AM – 2:30 PM, 4:00 – 9:00 PM"",""Tuesday: 10:00 AM – 2:30 PM, 4:00 – 9:00 PM"",""Wednesday: 10:00 AM – 2:30 PM, 4:00 – 9:00 PM"",""Thursday: 10:00 AM – 2:30 PM, 4:00 – 9:00 PM"",""Friday: 10:00 AM – 2:30 PM, 4:00 – 9:00 PM"",""Saturday: 10:00 AM – 2:30 PM, 4:00 – 9:00 PM"",""Sunday: 10:00 AM – 2:30 PM, 4:00 – 9:00 PM""]"
"7c871a14-4203-4cb2-91da-6b00285420a6","RAAW Coffee Roastery","Quán có không gian thoáng đãng, rộng rãi, phù hợp đi thư giãn cuối tuần. Nhân viên nhiệt tình, hỗ trợ khách chu đáo, đồ uống pha chế đúng yêu cầu. Trải nghiệm nhìn chung rất tốt, là địa điểm đáng thử khi muốn tìm một quán nước thoải mái.
","{Chill}","{Cafe}","21.007007","105.805083",""
"596f14fc-bf21-4c48-bc82-ca501f5ab2a2","Tiệm Xôi Mềm - CN Thảo Điền","Tiệm xôi ăn sáng có nhiều góc check-in ""xịn xò"" tại Thảo Điền, Quận 2. Không gian rộng rãi, decor đẹp thích hợp để check-in, xôi dẻo thơm, topping đậm đà, đóng gói sạch sẽ. Giờ trưa, chiều đông đúc ","{Cozy,Chill,Quiet,Aesthetic,Romantic,Vintage,Outdoor}","{Cafe,Bakery}","10.80552","106.74145","8:00 - 22:00"
"dd8cfd94-c457-4046-ba35-74c63e2b1d03","Nhà Hàng Thịt Nướng Nhật Bản Phổ Đình Thảo Điền - Uraetei Yakiniku","Uraetei Yakiniku Phổ Đình Thảo Điền là nhà hàng BBQ Nhật (yakiniku) cao cấp, rất nổi tiếng với chất lượng thịt và vibe chuẩn Nhật. Thiết kế kiểu Nhật tối giản – sang – riêng tư, có phòng riêng và bàn nướng hiện đại. Không gian yên tĩnh, lịch sự, khác hẳn kiểu BBQ ồn ào. Nên đặt bàn trước khi đến.","{Cozy,Chill,Aesthetic,Vintage,""Family Friendly""}","{Restaurant,""Fine Dining""}","10.80227","106.7384","11:00 - 21:00"
"ChIJUfygMgCtNTERH8mPbxGyM00","Ốc Gao - Chef Thanh","Quán rộng rãi, không gian thoáng và sắp xếp hợp lý nên dù đông khách vẫn khá thoải mái. Đồ ăn lên nhanh, món ăn nóng hổi, hương vị đậm đà và nguyên liệu tươi ngon. Giá cả hợp lý so với chất lượng, rất phù hợp để đi cùng bạn bè hoặc gia đình vào buổi tối.","{Loud}","{seafood_restaurant,restaurant,food,point_of_interest,establishment,Restaurant}","21.0021641","105.8024336","[""Monday: 11:30 AM – 10:30 PM"",""Tuesday: 11:30 AM – 1:30 PM, 4:30 – 10:30 PM"",""Wednesday: 11:30 AM – 1:15 PM, 4:30 – 10:30 PM"",""Thursday: 11:30 AM – 1:30 PM, 4:30 – 10:15 PM"",""Friday: 11:30 AM – 1:15 PM, 4:30 – 10:15 PM"",""Saturday: 11:30 AM – 1:15 PM, 4:30 – 9:30 PM"",""Sunday: 11:00 AM – 1:00 PM, 4:30 – 10:30 PM""]"
"ChIJmYFzOnitNTERVYIgWjymevY","Manyo Tteokbokki","Quán sạch sẽ, bày biện gọn gàng, món ăn hấp dẫn với buffet topping đa dạng, phù hợp cho những buổi ăn nhanh cùng bạn bè và gia đình.","{Loud,""Family Friendly""}","{korean_restaurant,restaurant,point_of_interest,food,establishment,Restaurant}","21.004719","105.8044482","[""Monday: 11:00 AM – 10:00 PM"",""Tuesday: 11:00 AM – 10:00 PM"",""Wednesday: 11:00 AM – 10:00 PM"",""Thursday: 11:00 AM – 10:00 PM"",""Friday: 11:00 AM – 10:00 PM"",""Saturday: 11:00 AM – 10:00 PM"",""Sunday: 11:00 AM – 10:00 PM""]"
"2c29510d-8390-43c3-9497-e7a5286f07f8","Sushi O ","Là quán sushi dạng buffet + lẩu + gà Hàn khá nổi ở Thảo Điền, vibe trẻ trung, hơi kiểu “ăn cho đã” nên rất hợp đi nhóm bạn. Menu cực kỳ đa dạng: sushi, sashimi, đồ nóng, lẩu và cả tráng miệng, nên kiểu ai ăn gì cũng có, đúng chất buffet “no tới bến”. Giá thuộc tầm trung, khá ổn so với số lượng món và khẩu phần; thường đông vào buổi tối và cuối tuần vì phù hợp tụ tập đông người. Điểm đặc biệt là concept mix sushi + hotpot + Korean chicken khá lạ, không quá “fine dining” nhưng bù lại ăn vui, nhiều lựa chọn và rất dễ đi lại nhiều lần.","{Cozy,Aesthetic,Vintage,""Family Friendly""}","{Restaurant}","10.812535","106.73067","11:00 - 22:00"
"b1df9c7d-da53-4e5f-a786-b084c59dafc0","Lẩu Nướng Cô Quỳnh - 455 Vũ Tông Phan","Quán buffet này nhìn chung khá ổn trong tầm giá, đồ ăn đa dạng từ nướng, lẩu đến tráng miệng, hương vị dễ ăn nhưng chưa quá nổi bật. Không gian rộng rãi, phù hợp đi nhóm, tuy nhiên giờ cao điểm hơi ồn và phục vụ có thể chậm. Tổng thể phù hợp tụ tập bạn bè hơn là trải nghiệm ăn uống cao cấp.","{Loud}","{Restaurant}","20.987545","105.813697","11:00–03:00"
"c1981cac-a563-446e-8c58-18207365e965","Chickita - Flame Grilled Chicken","Là quán gà nướng kiểu fast-casual với không gian hiện đại, thoải mái, vibe trẻ trung – hợp đi ăn nhanh hoặc tụ tập nhẹ ở Thảo Điền. Menu xoay quanh gà nướng lửa (flame-grilled), burger, wrap, salad và các loại sốt “signature” đậm vị châu Á; gà được nướng nên thịt mềm, ít dầu mỡ hơn chiên, giá tầm trung.","{Aesthetic,Vintage,Loud,""Family Friendly""}","{Restaurant}","10.812046","106.73144","10:00 - 22:00"
"ChIJy3RRuZpVNDERJJmDBWvfIvQ","Kuroi Sushi","Quán sushi có không gian nhỏ ấm cúng, phục vụ nhanh, đồ ăn tươi ngon và mức giá hợp lý, phù hợp cho bữa tối cùng bạn bè hoặc gia đình.","{""Family Friendly""}","{japanese_restaurant,restaurant,point_of_interest,food,establishment,Restaurant}","20.9978442","105.8060418","[""Monday: 10:30 AM – 2:00 PM, 5:00 – 9:30 PM"",""Tuesday: 10:30 AM – 2:00 PM, 5:00 – 9:30 PM"",""Wednesday: 10:30 AM – 2:00 PM, 5:00 – 9:30 PM"",""Thursday: 10:30 AM – 2:00 PM, 5:00 – 9:30 PM"",""Friday: 10:30 AM – 2:00 PM, 5:00 – 9:30 PM"",""Saturday: 10:30 AM – 2:00 PM, 5:00 – 9:30 PM"",""Sunday: 10:30 AM – 2:00 PM, 5:00 – 9:30 PM""]"
"ChIJk6f2fKgndTERCiw4Ttm5E_0","Jollibee Tô Ngọc Vân","Popular Philippines-based chain globally known for its famed fried chicken, spaghetti & burgers.","{Cozy,Romantic,Chill}","{fast_food_restaurant,restaurant,food,point_of_interest,establishment,Restaurant}","10.8576184","106.7495643","Cả ngày (09:00 - 22:00)"
"04461d50-55c5-447e-8daa-98a2f7232a8a","Zeroism Vegan - Café & Sourdough Bakery","Zeroism Vegan - Café & Sourdough Bakery là quán cafe – bakery thuần chay mang vibe yên tĩnh, ấm cúng, kiểu “chữa lành” giữa Thảo Điền. Menu cực kỳ đa dạng từ bánh sourdough, bánh ngọt, pizza, pasta đến cà phê và nước ép – tất cả đều 100% plant-based, nguyên liệu sạch và hướng đến lối sống bền vững . Quán thường đông vào giờ brunch và cuối tuần, nổi bật nhờ đồ ăn ngon, tốt cho sức khỏe và concept sống xanh khá khác biệt.","{Cozy,Romantic,Chill,Aesthetic,Vintage,""Family Friendly""}","{Restaurant,Cafe,""Dessert Shop"",Bakery}","10.80389","106.72843","08:00 - 21:30"
"b62a06f0-b4eb-4187-b97c-690beaded049","We Said Space Said","Không gian quán cực chill, tràn ngập cây xanh và ánh sáng tự nhiên. Bước vào là cảm giác mát lành, yên tĩnh, khác hẳn không khí ồn ào bên ngoài. Mỗi góc đều được trang trí tinh tế — có cả khu trưng bày tranh, góc ngoài trời xanh mướt và quầy bar ấm cúng.
","{Aesthetic,Vintage,Outdoor,Chill,""Family Friendly""}","{Cafe}","10.8092","106.72992","07:30 - 19:30"
"869c443f-aa7c-44ba-b5c2-4e9e4293c6cd","Truyền Thuyết ChamPong Quận 2 전설의짬뽕 2군점","Truyền Thuyết ChamPong Quận 2 là nhà hàng Hàn Quốc chuyên món 짬뽕 (jjambbong – mì hải sản cay) và các món mì kiểu Hàn với phong cách ăn uống đậm vị, khẩu phần khá lớn. Không gian rộng, kiểu quán ăn Hàn hiện đại, phù hợp đi nhóm hoặc ăn trưa – ăn tối no nê. Giá ở mức tầm trung, khá “dễ thở” so với mặt bằng Thảo Điền, nên thường đông vào giờ trưa và buổi tối. Điểm nổi bật là mì cay đậm vị, topping nhiều và phần ăn rất đầy đặn, kiểu ăn là no luôn.","{Cozy,Aesthetic,Modern,Vintage,""Family Friendly""}","{Restaurant,""Fine Dining""}","10.79627","106.74493","11:00 - 22:00"
"ChIJoZu2O_ordTERh8Lke335yLo","Bánh Canh Cua Châu","Quán bánh canh cua ngon tại Hóc Môn, Quận 12. Quán bán bình dân, giá rẻ. Menu 2 món : bánh canh cua và bánh canh tôm tít. Không gian trong nhà, sạch sẽ. Chỉ bán buổi sáng đến tầm 11 giờ trưa hoặc khi hết.","{Cozy,""Family Friendly"",Minimalist}","{bistro,restaurant,food,point_of_interest,establishment,Restaurant}","10.8716187","106.6066632","[""Monday: 5:30 – 11:00 AM, 3:00 – 8:00 PM"",""Tuesday: 5:30 – 11:00 AM, 3:30 – 8:00 PM"",""Wednesday: 5:30 – 11:00 AM, 3:30 – 8:00 PM"",""Thursday: 5:30 – 11:00 AM, 3:30 – 8:00 PM"",""Friday: 5:30 – 11:00 AM, 3:30 – 8:00 PM"",""Saturday: 5:30 – 11:00 AM, 3:30 – 8:00 PM"",""Sunday: 5:30 – 11:00 AM, 3:30 – 7:00 PM""]"
"1ae37b02-2753-4577-bb0e-0299bea7c193","Brio Thảo Điền","Nhà hàng mang phong cách châu Âu hiện đại với không gian ấm cúng và tinh tế tại khu vực Thảo Điền. Menu nổi bật với các loại bánh ngọt, bánh mì thủ công, món brunch nhẹ cùng cà phê và trà, mức giá tầm trung–cao, phù hợp cho bữa sáng hoặc gặp gỡ bạn bè. Quán thường đông vào buổi sáng và cuối tuần, gây ấn tượng bởi chất lượng bánh chuẩn vị và không khí thư giãn dễ chịu.
","{Romantic,Chill,Aesthetic,""Family Friendly""}","{Restaurant,""Fine Dining"",Bistro}","10.80793","106.7333","11:00 - 23:30"
"ChIJ_RFFk3ytNTERsflaj4jFdfk","Be.Bé Coffee House","Quán cà phê có không gian ấm cúng, decor tinh tế, menu bánh và đồ uống đa dạng, phù hợp để thư giãn, đọc sách hoặc gặp gỡ bạn bè.**
","{Chill,Modern,Quiet}","{coffee_shop,cafe,point_of_interest,food_store,store,food,establishment,Cafe}","21.0028947","105.8032881","[""Monday: 7:30 AM – 7:00 PM"",""Tuesday: 7:30 AM – 7:00 PM"",""Wednesday: 7:30 AM – 7:00 PM"",""Thursday: 7:30 AM – 7:00 PM"",""Friday: 7:30 AM – 7:00 PM"",""Saturday: 7:30 AM – 7:00 PM"",""Sunday: 7:30 AM – 7:00 PM""]"
"7eac2a0f-a57f-4722-82d7-ebc5b503e965","Trạm Hầm Thảo Điền","Nhà hàng với phong cách ""industrial"" đặc trưng + nhạc acoustic ở Thảo Điền. Kết hợp với quầy bếp mở cùng menu đa dạng từ hải sản, heo, bò, gà. Phù hợp để đi date, tụ họp bạn bè. Quán thường đông vào buổi tối và cuối tuần.","{Romantic,Aesthetic,""Family Friendly"",Vintage,""Live Music""}","{Restaurant,Bistro,Lounge,""Fine Dining""}","10.80659","106.73144","Tối (17:00 - 23:00)"
"ChIJmTFVJlmtNTERJxn4D-yjjg4","Coach Cafe","Coach là một quán cực kỳ ấm cúng và chill, rất hợp để ngồi nói chuyện cùng bạn bè hoặc hẹn hò buổi tối. Không gian decor đẹp, cả trong nhà lẫn ngoài trời đều rất lên ảnh. Quán yên tĩnh, dễ trò chuyện, có board game và cả kẹo ở mỗi bàn rất tâm lý. Đồ uống ngon, giá hợp lý, nhân viên vui vẻ và nhiệt tình. Đặc biệt quán mở khá muộn, rất thích hợp cho những buổi ngồi chill đến khuya.
","{Chill,Quiet,Modern}","{coffee_shop,cafe,food_store,food,store,point_of_interest,establishment,Cafe}","20.9937195","105.8085625","[""Monday: 7:00 AM – 3:00 AM"",""Tuesday: 7:00 AM – 3:00 AM"",""Wednesday: 7:00 AM – 3:00 AM"",""Thursday: 7:00 AM – 3:00 AM"",""Friday: 7:00 AM – 3:00 AM"",""Saturday: 7:00 AM – 3:00 AM"",""Sunday: 7:00 AM – 3:00 AM""]"
"ChIJfZdXndEudTERr1t6vCLNFUU","Aussie Meat Restaurants","Nhà hàng chuyên món thịt phù hợp ăn uống đa dạng từ sáng đến tối. Không gian thoải mái phục vụ nhanh, menu có bia và rượu. Phù hợp đi nhóm hoặc khách du lịch, có chỗ đậu xe.","{""Family Friendly"",Minimalist,Loud,""Pet Friendly""}","{restaurant,point_of_interest,food,establishment,Restaurant}","10.783248","106.6686036","Cả ngày (07:00 - 22:00)"
"ChIJeQn3T_UpdTERVEqIukN2CMc","Cơm chay Thiện Nhẫn","Quán cơm chay bình dân lâu đời khu vực Quận 12. Menu đa dạng nhiều món ăn từ cơm đến món nước, ngày rằm quán nhiều món hơn như bún bò chay, bánh hỏi chay, phở, hủ tiếu ... Nêm nếm vừa phải, khẩu phần vừa đủ. Không gian quán rộng rãi mát mẻ. Giá bình dân từ 15K","{Cozy,Bustling,""Family Friendly""}","{vegan_restaurant,vegetarian_restaurant,restaurant,point_of_interest,food,establishment,Restaurant}","10.8591503","106.6298989","[""Monday: 6:00 AM – 9:30 PM"",""Tuesday: 6:00 AM – 9:00 PM"",""Wednesday: 6:00 AM – 9:00 PM"",""Thursday: 6:00 AM – 9:00 PM"",""Friday: 6:00 AM – 9:00 PM"",""Saturday: 6:00 AM – 9:00 PM"",""Sunday: 6:00 AM – 9:00 PM""]"
"ChIJy7uM5_ovdTERwtJPxZTlxu8","","Quán cafe phù hợp làm việc và học tập ở khu Hado. Không gian ấm cúng, có chỗ ngồi ngoài trời, cà phê và trà đa dạng, bánh tráng miệng ngon. Phù hợp ngồi lâu với laptop, khá yên tĩnh.","{Loud,""Family Friendly"",""Pet Friendly"",Outdoor,Modern}","{cafe,point_of_interest,food,establishment,Cafe,Restaurant,Bakery,""Fast Food"",Workspace}","10.7748211","106.6773452","[""Monday: 7:00 AM – 10:00 PM"",""Tuesday: 7:00 AM – 10:00 PM"",""Wednesday: 7:00 AM – 10:00 PM"",""Thursday: 7:00 AM – 10:00 PM"",""Friday: 7:00 AM – 10:00 PM"",""Saturday: 7:00 AM – 10:00 PM"",""Sunday: 7:00 AM – 10:00 PM""]"
"d5d342e7-ced7-42c9-9676-a1cd3a832314","Chay Yêu thương Thanh Xuân","Quán có đồ ăn khá ngon, đa dạng, mức giá hợp lý so với chất lượng. Trải nghiệm nhìn chung ổn, phù hợp ăn uống nhẹ nhàng hoặc đi cùng bạn bè. Hy vọng quán sẽ tiếp tục duy trì và phát triển hơn nữa","{Loud}","{Restaurant}","20.991251","105.812935","Cả ngày (07:00 - 22:00)"
"8b5c5026-ad7d-4dbf-bdc2-0d58d91f9875","Bamos Coffee Thủ Đức - Cà phê 24h (Hòa Bình)","Không gian cà phê phong cách Châu Âu cổ điển phù hợp check-in và thư giãn tại Thủ Đức. Diện tích siêu rộng với hồ cá và thác nước nhân tạo, thiết kế giữ nguyên nét biệt thự xưa, menu giá rẻ chỉ từ 35k. Thời gian gọi món và đi vệ sinh có thể phải chờ lâu do quán thường xuyên đông khách.","{Outdoor,""Live Music"",""Family Friendly"",Chill,""Pet Friendly""}","{Cafe}","10.84205","106.76696","Open 24/7"
"afc7cd4a-163a-4c0a-9e7a-307bc6332ea0","Taiki Sushi Thủ Đức","Nhà hàng Sushi & Buffet Nhật với không gian ấm cúng, tinh tế phù hợp hẹn hò và dùng bữa gia đình tại Thủ Đức. Thực đơn đa dạng từ Sushi, Sashimi tươi ngon đến các gói buffet chỉ từ 199k, trình bày đẹp mắt chuẩn vị Nhật. Có khu vực bàn ngoài trời thoáng đãng và phục vụ chuyên nghiệp.","{Cozy,Outdoor}","{""Fast Food"",Restaurant,Japan}","10.84407731079889","106.76869","10:00–14:00, 17:00–22:00"
"ChIJ9QNLMYYrdTERgeBZw6N-JV8","Mì Ramen - Nhà hàng mì Ramen Chú Tồ","Tiệm mì Ramen Nhật Bản giá học sinh - sinh viên ở Quận 12. Tiệm bán nhiều loại ramen, udon và cơm cà ri nhật, hương vị dễ ăn, phù hợp khẩu vị người Việt. Không gian ngồi ăn trong nhà, ấm cúng nhưng không quá rộng","{Cozy,Quiet,""Family Friendly""}","{japanese_restaurant,restaurant,point_of_interest,food,establishment,Restaurant}","10.8584235","106.6103239","[""Monday: 10:00 AM – 10:00 PM"",""Tuesday: 10:00 AM – 10:00 PM"",""Wednesday: 10:00 AM – 10:00 PM"",""Thursday: 10:00 AM – 10:00 PM"",""Friday: 10:00 AM – 10:00 PM"",""Saturday: 10:00 AM – 10:00 PM"",""Sunday: 8:00 AM – 10:00 PM""]"
"ChIJPyhZ0JYvdTERP410KJ8Pi9M","Bamos Coffee","Chuỗi cafe 24/7 nổi tiếng với không gian mở và phong cách decor thay đổi theo mùa. Quán tại chi nhánh Dương Quảng Hàm luôn tấp nập khách nhờ không gian trẻ trung, wifi mạnh và phục vụ xuyên đêm; đặc biệt phù hợp cho sinh viên và dân freelancer cày deadline. Trà sữa và trà trái cây ở đây rất được ưa chuộng.","{Modern,Chill,24/7,Energetic}","{Cafe,Workspace}","10.8372162","106.6850913","[""Monday: Open 24 hours"",""Tuesday: Open 24 hours"",""Wednesday: Open 24 hours"",""Thursday: Open 24 hours"",""Friday: Open 24 hours"",""Saturday: Open 24 hours"",""Sunday: Open 24 hours""]"
"55e080f0-e138-43ec-9656-3d5a5bd4c40c","LOST & SOUGHT - BAKERY CAFE","LOST & SOUGHT - Bakery Cafe là quán bánh/cafe mang phong cách hiện đại pha chút cổ điển với không gian ấm cúng, tinh tế. Menu gồm bánh ngọt, bánh mì, cà phê và một số món brunch nhẹ, giá tầm trung–cao. Quán thường đông vào buổi sáng và cuối tuần, nổi bật với bánh làm thủ công và cách bài trí đẹp mắt.
","{Cozy,Chill,Aesthetic,Vintage,Outdoor,""Family Friendly""}","{Cafe,Bakery,""Dessert Shop""}","10.80552","106.74276","07:00 - 19:00"
"1ba1718a-d94e-46e9-83ce-2440bac88853","Nhà Hàng HUIXIANG SIYAN","Là nhà hàng Trung Hoa cao cấp ẩn trong hẻm Thảo Điền, mang vibe biệt thự sang trọng, không gian yên tĩnh và khá riêng tư, rất hợp đi ăn nhóm hoặc tiếp khách. Menu tập trung vào ẩm thực Trung Quốc truyền thống (đặc biệt kiểu Tứ Xuyên) như mapo tofu, há cảo, cơm chiên, các món xào – đa phần khẩu phần lớn để share; giá thuộc tầm trung–cao nhưng được đánh giá “đáng tiền” so với chất lượng và không gian.","{Cozy,Chill,Loud,""Family Friendly""}","{Restaurant}","10.81146","106.72959","10:00 - 14:00 & 16:30 - 21:00"
"ChIJS_4V4CUpdTERjt4GswlnoaQ","GALBI HOUSE - Mega Market Hiêp Phú","Nhà hàng buffet nướng và lẩu Hàn Quốc Galbi House chi nhánh Mega Market Hiệp Phú nằm ngay trong khuôn viên siêu thị, là điểm ăn uống lý tưởng khi sau khi dạo chơi mua sắm tại đây. Hương vị nướng lẩu đậm đà, chuẩn vị xứ sở kim chi, thịt nướng nhiều loại sốt đa dạng, công thức tẩm ướp độc quyền, mang đến hương vị thơm ngon khó cưỡng.
Không chỉ chú trọng đến chất lượng món ăn, Galbi House còn mang đến không gian ấm cúng, đậm chất Hàn Quốc, cùng đội ngũ nhân viên chuyên nghiệp, nhiệt tình, sẵn sàng phục vụ khách hàng.","{Cozy,Chill,Bustling,""Family Friendly"",Vintage,Aesthetic}","{korean_barbecue_restaurant,buffet_restaurant,hot_pot_restaurant,barbecue_restaurant,korean_restaurant,restaurant,food,point_of_interest,establishment,Restaurant}","10.8635624","106.6476552","[""Monday: 10:30 AM – 10:30 PM"",""Tuesday: 10:30 AM – 10:30 PM"",""Wednesday: 10:30 AM – 10:30 PM"",""Thursday: 10:30 AM – 10:30 PM"",""Friday: 10:30 AM – 10:30 PM"",""Saturday: 10:30 AM – 10:30 PM"",""Sunday: 10:30 AM – 10:30 PM""]"
"682c8d84-fdb0-445a-a9a2-6ac1ea110bef","Cơm Sườn Cay HiMC - Nguyễn Trãi","Món ăn ngon và giá thành phù hợp, dụng cụ đựng đồ ăn rất gọn gàng nha 10₫","{Loud}","{Restaurant}","20.991748","105.804142","Thứ Tư 10:00–22:30  Thứ Năm 10:00–22:30  Thứ Sáu 10:00–22:30  Thứ Bảy 10:00–22:30  Chủ Nhật (Tết Hàn thực) 10:00–22:30 Giờ làm việc có thể thay đổi  Thứ Hai 10:00–22:30  Thứ Ba 10:00–22:30"
"ChIJl565PmovdTERnfuLJwXuqP0","thuyen.cafe","Quán cafe phù hợp học tập và làm việc. Không gian ấm cúng, yên tĩnh, có chỗ ngồi ngoài trời, cà phê – trà và tráng miệng đa dạng. Phù hợp sinh viên và nhóm bạn, có nhận đặt chỗ và chỗ đậu xe.","{Chill,Minimalist,Vintage,Quiet,Modern}","{coffee_shop,cafe,food_store,food,point_of_interest,store,establishment,Cafe,Bakery}","10.7761557","106.6681525","Cả ngày (08:00 - 23:00)"
"ChIJ_VoXtqWtNTER2fBVWqIIFos","Pizza Hut Signature - Golden Palm","Popular delivery, carry-out & dine-in chain known for pizza, wings & pasta, plus sides & desserts.","{Loud,""Family Friendly""}","{pizza_restaurant,restaurant,point_of_interest,food,establishment,""Fast Food""}","21.0071472","105.807804","[""Monday: 10:00 AM – 9:30 PM"",""Tuesday: 10:00 AM – 9:30 PM"",""Wednesday: 10:00 AM – 9:30 PM"",""Thursday: 10:00 AM – 9:30 PM"",""Friday: 10:00 AM – 9:30 PM"",""Saturday: 10:00 AM – 9:30 PM"",""Sunday: 10:00 AM – 9:30 PM""]"
"53aae653-e426-47a3-a069-b8dc87e49a22","PIRIPARAPO YATAI","Là quán ăn Nhật mang vibe izakaya – yatai đường phố cực kỳ sôi động, tái hiện không khí Tokyo với đèn lồng, neon và không gian nhỏ nhưng rất “cháy” về đêm. Menu đa dạng từ takoyaki, yakitori, ramen đến các món nigiri sáng tạo và đồ nhắm, mức giá tầm trung, hợp đi ăn nhóm hoặc “nhậu nhẹ”. Quán đông nhất vào buổi tối và cuối tuần, nổi bật nhờ không khí náo nhiệt, đồ ăn đậm vị và cảm giác như đang ăn ở một con phố Nhật thu nhỏ giữa Thảo Điền.","{Cozy,Chill,Aesthetic,Vintage,""Family Friendly""}","{Restaurant,""Fine Dining"",Bistro}","10.80299","106.73647","11:30 - 00:00"
"ChIJG9HyEdsudTERA4YUXJIjmUg","ITune Coffee","Quán cafe phù hợp làm việc và học tập ở khu quận 10. Không gian yên tĩnh, ấm cúng, cà phê và trà đa dạng, phù hợp ngồi lâu với laptop. Phù hợp cho sinh viên và nhóm nhỏ, có thể đặt chỗ trước.","{""Pet Friendly"",""Family Friendly"",Chill,Quiet}","{coffee_shop,food_store,cafe,food,point_of_interest,store,establishment,Cafe,Bakery,""Fast Food""}","10.7761744","106.666262","[""Monday: 7:00 AM – 10:00 PM"",""Tuesday: 7:00 AM – 10:00 PM"",""Wednesday: 7:00 AM – 10:00 PM"",""Thursday: 7:00 AM – 10:00 PM"",""Friday: 7:00 AM – 10:00 PM"",""Saturday: 7:00 AM – 10:00 PM"",""Sunday: 7:00 AM – 10:00 PM""]"
"51a906ef-8578-4146-bb19-00236a0a342c","Délices De Mai","Là quán bistro Pháp ẩn mình trong hẻm, mang vibe ấm cúng, nhẹ nhàng kiểu “nhà riêng châu Âu”, khá yên tĩnh và hợp đi ăn tối hoặc hẹn hò. Menu thiên về ẩm thực Pháp truyền thống như cordon bleu, vịt confit, cá sốt bơ chanh… kèm set lunch/dinner; khẩu phần lớn, nấu kiểu homemade và giá tầm trung, được đánh giá “đáng tiền” trong khu Thảo Điền. Thường đông vào buổi tối và cuối tuần.","{Chill,Cozy,Aesthetic,Vintage,""Family Friendly""}","{Restaurant}","10.81141","106.72933","11:00 - 14:30 & 17:00 - 22:00"
